x_uk	x_O0C_rate	합계 : PP_wTx	합계 : PP_cnt_plus 	합계 : PP_cnt_minus 	합계 : PR_sum_rate	합계 : PR_cnt_rate	 score 
6925-6935	0.14-0.15	5.92	1	0	#DIV/0!	#DIV/0!	#DIV/0!
6955-6965	0.01-0.02	0.47	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7055-7065	0.02-0.03	1.17	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7065-7075	0.11-0.12	1.57	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7145-7155	0.03-0.04	1.37	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7195-7205	0.01-0.02	0.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7215-7225	0.07-0.08	2.72	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7245-7255	0.02-0.03	2.37	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7255-7265	0.16-0.17	2.52	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7295-7305	0.25-0.26	2.92	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7305-7315	0.05-0.06	3.67	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7365-7375	0.01-0.02	4.17	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7375-7385	0.02-0.03	2.37	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7455-7465	0.01-0.02	0.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7605-7615	0.03-0.04	3.77	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7665-7675	0.07-0.08	0.12	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7765-7775	0.04-0.05	0.37	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7785-7795	0.21-0.22	3.42	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7925-7935	0.01-0.02	0.07	1	0	#DIV/0!	#DIV/0!	#DIV/0!
7935-7945	0.01-0.02	0.77	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8015-8025	0.1-0.11	3.17	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8105-8115	0.01-0.02	0.77	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8115-8125	0.01-0.02	1.17	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8115-8125	0.03-0.04	0.37	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8185-8195	0.06-0.07	1.82	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8465-8475	0.1-0.11	1.57	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8535-8545	0.1-0.11	2.47	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8615-8625	0.11-0.12	5.67	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8655-8665	0.06-0.07	2.32	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8685-8695	0.06-0.07	2.47	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8795-8805	0.05-0.06	1.47	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8815-8825	0.04-0.05	0.77	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8855-8865	0.01-0.02	9.47	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8855-8865	0.02-0.03	0.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
8995-9005	0.02-0.03	0.97	1	0	#DIV/0!	#DIV/0!	#DIV/0!
9195-9205	0.01-0.02	1.57	1	0	#DIV/0!	#DIV/0!	#DIV/0!
9405-9415	0.03-0.04	2.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
9565-9575	0.09-0.1	5.07	1	0	#DIV/0!	#DIV/0!	#DIV/0!
9685-9695	0.02-0.03	2.07	1	0	#DIV/0!	#DIV/0!	#DIV/0!
9745-9755	0.05-0.06	0.32	1	0	#DIV/0!	#DIV/0!	#DIV/0!
9865-9875	0.2-0.21	22.42	1	0	#DIV/0!	#DIV/0!	#DIV/0!
10005-10015	0.06-0.07	1.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
10095-10105	0.02-0.03	4.17	1	0	#DIV/0!	#DIV/0!	#DIV/0!
10195-10205	0.01-0.02	0.47	1	0	#DIV/0!	#DIV/0!	#DIV/0!
10335-10345	0.09-0.1	7.97	1	0	#DIV/0!	#DIV/0!	#DIV/0!
11675-11685	0.12-0.13	1.02	1	0	#DIV/0!	#DIV/0!	#DIV/0!
11765-11775	0.25-0.26	4.62	1	0	#DIV/0!	#DIV/0!	#DIV/0!
12295-12305	0.03-0.04	1.92	1	0	#DIV/0!	#DIV/0!	#DIV/0!
12995-13005	0.08-0.09	0.37	1	0	#DIV/0!	#DIV/0!	#DIV/0!
13305-13315	0.09-0.1	4.62	1	0	#DIV/0!	#DIV/0!	#DIV/0!
14135-14145	0.04-0.05	0.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
17245-17255	0.11-0.12	3.02	1	0	#DIV/0!	#DIV/0!	#DIV/0!
19415-19425	0.02-0.03	3.52	1	0	#DIV/0!	#DIV/0!	#DIV/0!
19775-19785	0.05-0.06	1.57	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1345-1355	0.08-0.09	6.09	1	1	204	1	 61.9 
15-25	0.19-0.2	21.41	2	1	165.6923077	2	 51.1 
585-595	0.1-0.11	20.48	3	1	158.5384615	3	 49.7 
785-795	0.23-0.24	11.34	1	1	142.75	1	 43.5 
3135-3145	0.01-0.02	3.96	2	1	133	2	 41.3 
645-655	0.09-0.1	14.99	6	1	116.3076923	6	 39.1 
525-535	0.23-0.24	14.26	2	1	110.6923077	2	 34.6 
1225-1235	0.02-0.03	2.78	3	1	93.66666667	3	 30.2 
1925-1935	0.02-0.03	2.79	1	1	94	1	 28.9 
315-325	0.19-0.2	23.21	2	1	83.89285714	2	 26.6 
95-105	0.26-0.27	45.89	6	1	73.84126984	6	 26.4 
855-865	0.24-0.25	6.54	1	1	82.75	1	 25.5 
135-145	0.24-0.25	21.91	2	1	79.25	2	 25.2 
5435-5445	0.02-0.03	9.71	2	1	75.69230769	2	 24.1 
75-85	0.23-0.24	47.26	6	2	67.56338028	3	 22.4 
155-165	0.24-0.25	18.86	2	1	68.35714286	2	 21.9 
135-145	0.23-0.24	17.23	3	1	62.53571429	3	 20.9 
965-975	0.08-0.09	8.59	1	1	67.07692308	1	 20.8 
2165-2175	0.01-0.02	1.81	2	1	61.33333333	2	 19.8 
5-15	0.25-0.26	105.3	8	2	53.3880597	4	 18.8 
145-155	0.22-0.23	15.11	2	1	54.96428571	2	 17.9 
605-615	0.08-0.09	17.03	3	1	52.60606061	3	 17.9 
265-275	0.26-0.27	14.96	2	1	54.42857143	2	 17.7 
2065-2075	0.01-0.02	1.51	2	1	51.33333333	2	 16.8 
55-65	0.23-0.24	54.44	5	2	50.04504505	2.5	 16.8 
135-145	0.25-0.26	12.73	3	1	46.46428571	3	 16.0 
1595-1605	0.03-0.04	1.49	1	1	50.66666667	1	 15.9 
55-65	0.21-0.22	80.29	6	1	38.69483568	6	 15.8 
1185-1195	0.01-0.02	7.58	8	1	33.95652174	8	 15.8 
775-785	0.05-0.06	5.17	5	1	40.76923077	5	 15.7 
495-505	0.14-0.15	12.76	2	1	46.57142857	2	 15.4 
75-85	0.25-0.26	57.24	6	1	37.2278481	6	 15.4 
1285-1295	0.04-0.05	1.36	2	1	46.33333333	2	 15.3 
555-565	0.08-0.09	5.48	3	1	43.15384615	3	 15.0 
605-615	0.12-0.13	12.16	2	1	44.42857143	2	 14.7 
625-635	0.17-0.18	11.86	2	1	43.35714286	2	 14.4 
645-655	0.04-0.05	4.29	6	1	34	6	 14.4 
1245-1255	0.03-0.04	1.34	1	1	45.66666667	1	 14.4 
515-525	0.12-0.13	23.31	2	1	41.18965517	2	 13.8 
525-535	0.19-0.2	11.89	1	1	43.46428571	1	 13.7 
1025-1035	0.06-0.07	5.49	1	1	43.23076923	1	 13.7 
875-885	0.1-0.11	4.68	3	1	37	3	 13.2 
165-175	0.18-0.19	20.7	3	2	37.96428571	1.5	 12.4 
35-45	0.24-0.25	65.55	8	2	32.06635071	4	 12.4 
1875-1885	0.03-0.04	2.81	2	1	36.125	2	 12.2 
365-375	0.26-0.27	10.14	1	1	37.21428571	1	 11.9 
55-65	0.26-0.27	37.47	5	1	27.2027972	5	 11.7 
275-285	0.13-0.14	9.96	7	1	21.75	7	 11.4 
295-305	0.14-0.15	23.46	7	1	20.88135593	7	 11.2 
1545-1555	0.01-0.02	3.17	5	1	25.38461538	5	 11.1 
365-375	0.12-0.13	13.74	5	2	30.86956522	2.5	 11.0 
5055-5065	0.01-0.02	0.91	2	1	31.33333333	2	 10.8 
315-325	0.25-0.26	41.34	6	1	20.875	6	 10.5 
3465-3475	0.02-0.03	0.94	1	1	32.33333333	1	 10.4 
1365-1375	0.13-0.14	8.74	1	1	32.21428571	1	 10.4 
275-285	0.24-0.25	7.43	3	1	27.53571429	3	 10.4 
165-175	0.24-0.25	50.91	7	1	18.08389262	7	 10.3 
2485-2495	0.01-0.02	13.93	3	1	27.28301887	3	 10.3 
75-85	0.24-0.25	44.02	5	1	22.16346154	5	 10.1 
445-455	0.14-0.15	7.76	2	1	28.71428571	2	 10.0 
355-365	0.26-0.27	7.94	1	1	29.35714286	1	 9.5 
555-565	0.25-0.26	37.13	3	1	24.5	3	 9.5 
25-35	0.18-0.19	15.06	7	1	13.76271186	7	 9.0 
785-795	0.1-0.11	9.26	2	1	25.36842105	2	 9.0 
485-495	0.09-0.1	12.26	7	1	13.51020408	7	 9.0 
1515-1525	0.14-0.15	3.44	1	1	27.46153846	1	 8.9 
905-915	0.16-0.17	15.24	1	1	27.27586207	1	 8.9 
2465-2475	0.07-0.08	3.39	1	1	27.07692308	1	 8.8 
2015-2025	0.03-0.04	2.73	3	1	22	3	 8.7 
695-705	0.17-0.18	6.51	2	1	24.25	2	 8.7 
215-225	0.27-0.28	9.64	1	1	26.36842105	1	 8.6 
15-25	0.17-0.18	11.89	5	2	22.23214286	2.5	 8.4 
805-815	0.04-0.05	7.58	8	1	9.150537634	8	 8.3 
585-595	0.11-0.12	21.66	2	1	23.10204082	2	 8.3 
1675-1685	0.09-0.1	5.86	2	1	21.92857143	2	 8.0 
715-725	0.05-0.06	5.71	2	1	21.39285714	2	 7.8 
805-815	0.11-0.12	10.43	3	1	18.98275862	3	 7.8 
1345-1355	0.03-0.04	8.37	5	1	14.28571429	5	 7.8 
1035-1045	0.02-0.03	4.66	6	2	18.92307692	3	 7.8 
915-925	0.03-0.04	5.55	3	2	22.34615385	1.5	 7.8 
495-505	0.26-0.27	5.56	2	1	20.85714286	2	 7.7 
905-915	0.09-0.1	18.88	3	1	18.48148148	3	 7.6 
285-295	0.17-0.18	17.16	2	1	20.5	2	 7.6 
1095-1105	0.07-0.08	15.33	2	2	22.5915493	1	 7.5 
1085-1095	0.04-0.05	0.64	1	1	22.33333333	1	 7.4 
1335-1345	0.02-0.03	12.31	7	1	8.327380952	7	 7.4 
375-385	0.06-0.07	13.3	12	3	15.14893617	4	 7.3 
25-35	0.25-0.26	26.95	4	1	14.96373057	4	 7.3 
1205-1215	0.02-0.03	13.29	6	1	10.29370629	6	 7.3 
65-75	0.18-0.19	29.54	6	1	10.14551084	6	 7.2 
195-205	0.19-0.2	30.22	5	1	12.2761194	5	 7.2 
1625-1635	0.07-0.08	2.59	1	1	20.92307692	1	 7.0 
55-65	0.25-0.26	36.71	6	2	16.23236515	3	 7.0 
935-945	0.02-0.03	5.59	6	1	9.220588235	6	 7.0 
55-65	0.22-0.23	6.53	3	1	16.18604651	3	 7.0 
285-295	0.1-0.11	35.34	10	2	11.36363636	5	 6.9 
455-465	0.07-0.08	12.56	6	2	15.60465116	3	 6.8 
2075-2085	0.02-0.03	1.88	3	1	15.46153846	3	 6.7 
265-275	0.22-0.23	4.66	2	1	17.64285714	2	 6.7 
105-115	0.15-0.16	13.2	7	3	16.71428571	2.333333333	 6.6 
185-195	0.23-0.24	6.09	1	1	19.45454545	1	 6.5 
1125-1135	0.06-0.07	20.13	3	1	14.60135135	3	 6.5 
565-575	0.05-0.06	12.32	8	3	14.84269663	2.666666667	 6.3 
185-195	0.21-0.22	33.05	4	1	11.39308176	4	 6.2 
1435-1445	0.16-0.17	1.39	1	1	18.375	1	 6.2 
75-85	0.26-0.27	49.9	8	2	11.37422037	4	 6.2 
25-35	0.2-0.21	22.38	3	1	13.57303371	3	 6.2 
1635-1645	0.01-0.02	2.35	4	1	11.2173913	4	 6.2 
195-205	0.25-0.26	23.31	7	1	4.075197889	7	 6.1 
485-495	0.24-0.25	13.24	1	1	17.97435897	1	 6.1 
25-35	0.24-0.25	45.26	5	3	16.13712375	1.666666667	 6.0 
195-205	0.26-0.27	22.2	4	1	10.527897	4	 6.0 
885-895	0.02-0.03	11.21	11	2	7.02688172	5.5	 6.0 
1265-1275	0.05-0.06	3.71	1	2	18.66666667	0.5	 6.0 
605-615	0.09-0.1	10.65	4	1	10.42477876	4	 5.9 
85-95	0.25-0.26	31.15	3	2	16.12135922	1.5	 5.9 
215-225	0.24-0.25	29.65	4	1	10.17956656	4	 5.9 
2535-2545	0.02-0.03	2.09	1	1	17.07692308	1	 5.8 
615-625	0.03-0.04	11.36	12	6	14.68674699	2	 5.8 
325-335	0.26-0.27	17.83	3	1	12.28481013	3	 5.8 
45-55	0.26-0.27	56.38	7	2	11.04991087	3.5	 5.8 
495-505	0.12-0.13	1.76	2	1	14.53846154	2	 5.8 
1125-1135	0.01-0.02	4.7	4	1	9.867924528	4	 5.8 
525-535	0.04-0.05	44.63	17	7	13.36288089	2.428571429	 5.7 
85-95	0.23-0.24	24.02	5	1	7.354497354	5	 5.7 
205-215	0.25-0.26	36.18	3	1	11.39655172	3	 5.5 
185-195	0.24-0.25	31.14	5	2	12.2826087	2.5	 5.4 
45-55	0.25-0.26	72.31	6	2	11.02912621	3	 5.4 
285-295	0.11-0.12	25.02	8	3	11.69230769	2.666666667	 5.4 
535-545	0.08-0.09	12.73	6	3	13.24038462	2	 5.4 
105-115	0.26-0.27	29.5	4	1	8.506361323	4	 5.4 
185-195	0.25-0.26	25.62	5	1	5.675182482	5	 5.2 
85-95	0.18-0.19	41.2	3	2	13.83489097	1.5	 5.2 
2495-2505	0.01-0.02	2.05	3	2	13.8125	1.5	 5.2 
605-615	0.1-0.11	9.6	3	2	13.63157895	1.5	 5.1 
625-635	0.1-0.11	4.82	5	1	5.462962963	5	 5.1 
705-715	0.07-0.08	8.93	3	1	10.1122449	3	 5.1 
665-675	0.09-0.1	8.62	4	2	12.34210526	2	 5.1 
955-965	0.07-0.08	12.22	5	1	5.318021201	5	 5.1 
365-375	0.13-0.14	28.39	5	2	11.10320285	2.5	 5.1 
695-705	0.24-0.25	8.49	1	1	14.47619048	1	 5.0 
555-565	0.11-0.12	10.35	3	2	13.03488372	1.5	 5.0 
775-785	0.06-0.07	6.15	2	3	14.97727273	0.666666667	 5.0 
25-35	0.26-0.27	81.7	12	3	7.194086429	4	 5.0 
65-75	0.24-0.25	25.07	5	1	4.617604618	5	 4.9 
65-75	0.19-0.2	34.87	4	2	11.5347432	2	 4.9 
395-405	0.13-0.14	4.24	1	1	13.84848485	1	 4.9 
845-855	0.04-0.05	1.36	2	1	11.46153846	2	 4.8 
655-665	0.06-0.07	7.82	4	2	11.28947368	2	 4.8 
605-615	0.07-0.08	8.01	6	2	8.930693069	3	 4.8 
965-975	0.1-0.11	16.01	2	1	11.13291139	2	 4.7 
2445-2455	0.01-0.02	1.31	2	1	11.07692308	2	 4.7 
275-285	0.26-0.27	25.35	4	1	6.359408034	4	 4.7 
1245-1255	0.02-0.03	4.73	3	1	8.507936508	3	 4.7 
575-585	0.09-0.1	9.1	4	1	6.112359551	4	 4.6 
125-135	0.2-0.21	17.87	5	1	3.736600306	5	 4.6 
105-115	0.23-0.24	17.58	3	1	8.386554622	3	 4.6 
885-895	0.06-0.07	10.05	4	1	5.950738916	4	 4.6 
565-575	0.13-0.14	3.34	1	1	12.92857143	1	 4.6 
345-355	0.15-0.16	6.68	2	2	12.92857143	1	 4.6 
1515-1525	0.01-0.02	4.95	2	3	13.69230769	0.666666667	 4.6 
1125-1135	0.03-0.04	9.31	2	1	10.5	2	 4.6 
75-85	0.22-0.23	38.47	4	2	10.47536946	2	 4.5 
1685-1695	0.01-0.02	0.09	6	1	1.027027027	6	 4.5 
295-305	0.16-0.17	8.3	4	1	5.662921348	4	 4.5 
195-205	0.24-0.25	47.93	3	1	7.866762178	3	 4.5 
845-855	0.05-0.06	2.56	2	1	10.14285714	2	 4.4 
285-295	0.16-0.17	6.85	4	1	5.335443038	4	 4.4 
5-15	0.23-0.24	42.2	4	1	5.314928425	4	 4.4 
505-515	0.03-0.04	10.04	14	3	3.649076517	4.666666667	 4.4 
755-765	0.11-0.12	2.57	5	1	2.862318841	5	 4.4 
1145-1155	0.03-0.04	5.15	4	1	5.18699187	4	 4.4 
865-875	0.05-0.06	12	4	1	5.166666667	4	 4.4 
795-805	0.1-0.11	30.16	2	1	9.666666667	2	 4.3 
355-365	0.15-0.16	26.12	4	2	9.535947712	2	 4.3 
475-485	0.08-0.09	9.66	6	2	7.192307692	3	 4.3 
65-75	0.2-0.21	44.06	6	2	7.153631285	3	 4.2 
725-735	0.09-0.1	12.74	1	1	11.79661017	1	 4.2 
335-345	0.26-0.27	14.66	2	1	9.235955056	2	 4.2 
1345-1355	0.01-0.02	4.93	7	2	5.650943396	3.5	 4.1 
145-155	0.26-0.27	26.41	2	1	9.051829268	2	 4.1 
1305-1315	0.04-0.05	2.87	5	1	2.051282051	5	 4.1 
85-95	0.2-0.21	12.58	3	1	6.641255605	3	 4.1 
155-165	0.25-0.26	15.57	4	2	8.943877551	2	 4.1 
535-545	0.05-0.06	4.27	9	2	3.072815534	4.5	 4.1 
25-35	0.22-0.23	36.05	4	1	4.238993711	4	 4.1 
575-585	0.05-0.06	7.73	7	2	5.392045455	3.5	 4.1 
45-55	0.15-0.16	35.75	6	4	10.00503778	1.5	 4.1 
585-595	0.15-0.16	4.84	1	1	11.08333333	1	 4.0 
1095-1105	0.02-0.03	3.34	5	2	7.549019608	2.5	 4.0 
725-735	0.05-0.06	5.23	3	1	6.336734694	3	 4.0 
1555-1565	0.24-0.25	13.61	2	1	8.646067416	2	 4.0 
155-165	0.12-0.13	1.48	3	1	6.285714286	3	 4.0 
215-225	0.16-0.17	25.8	3	2	9.716216216	1.5	 4.0 
695-705	0.03-0.04	21.22	7	4	9.099236641	1.75	 4.0 
815-825	0.06-0.07	7.15	4	1	3.667910448	4	 3.9 
275-285	0.11-0.12	9.47	8	3	6.774390244	2.666666667	 3.9 
115-125	0.15-0.16	41.75	5	5	10.59770115	1	 3.9 
285-295	0.08-0.09	19.75	10	5	8.181818182	2	 3.9 
745-755	0.09-0.1	12.8	4	1	3.495126706	4	 3.8 
325-335	0.22-0.23	2.64	1	1	10.42857143	1	 3.8 
65-75	>0.3	9.41	2	1	8.07518797	2	 3.8 
615-625	0.25-0.26	14.85	3	2	9.20441989	1.5	 3.8 
305-315	0.25-0.26	10.36	2	1	8	2	 3.8 
2105-2115	0.01-0.02	0.91	2	1	8	2	 3.8 
1085-1095	0.03-0.04	6.91	1	2	11.46969697	0.5	 3.8 
1015-1025	0.06-0.07	4.69	5	2	6.790123457	2.5	 3.8 
55-65	0.15-0.16	55.71	9	4	7.352337514	2.25	 3.8 
465-475	0.06-0.07	16.93	11	3	4.00177305	3.666666667	 3.8 
885-895	0.03-0.04	5.43	6	3	7.873417722	2	 3.8 
1355-1365	0.03-0.04	3.45	4	1	3.116564417	4	 3.7 
165-175	0.25-0.26	33	3	2	8.932692308	1.5	 3.7 
885-895	0.12-0.13	6.26	2	1	7.731182796	2	 3.7 
105-115	0.27-0.28	10.38	3	1	5.361344538	3	 3.7 
135-145	0.19-0.2	34.85	3	2	8.813901345	1.5	 3.7 
225-235	0.12-0.13	1.63	3	1	5.289473684	3	 3.7 
3395-3405	0.01-0.02	0.86	2	1	7.615384615	2	 3.7 
475-485	0.13-0.14	7.46	2	1	7.601769912	2	 3.7 
1005-1015	0.04-0.05	3.16	2	1	7.583333333	2	 3.7 
55-65	0.2-0.21	4.88	3	1	5.13559322	3	 3.6 
2825-2835	0.01-0.02	1.14	1	1	9.769230769	1	 3.6 
835-845	0.04-0.05	6.55	2	3	10.49275362	0.666666667	 3.6 
265-275	0.13-0.14	3.6	4	1	2.614349776	4	 3.6 
2405-2415	0.01-0.02	0.81	2	1	7.230769231	2	 3.6 
395-405	0.05-0.06	26.41	16	7	6.490644491	2.285714286	 3.5 
215-225	0.26-0.27	24.96	6	2	4.747747748	3	 3.5 
505-515	0.08-0.09	4.11	2	1	7.044117647	2	 3.5 
315-325	0.26-0.27	13.28	3	1	4.709497207	3	 3.5 
1655-1665	0.08-0.09	2.34	1	1	9.357142857	1	 3.5 
735-745	0.05-0.06	5.81	6	2	4.608695652	3	 3.5 
65-75	0.21-0.22	12.61	2	1	6.920187793	2	 3.5 
215-225	0.14-0.15	10.39	4	3	8.474820144	1.333333333	 3.5 
945-955	0.06-0.07	3.38	2	2	9.243902439	1	 3.5 
1385-1395	0.04-0.05	23.71	2	1	6.81127451	2	 3.4 
1815-1825	0.01-0.02	1	4	1	2.136363636	4	 3.4 
975-985	0.04-0.05	2.1	4	1	2.088082902	4	 3.4 
45-55	0.23-0.24	28.61	6	2	4.401902497	3	 3.4 
65-75	0.22-0.23	12.41	2	1	6.69266055	2	 3.4 
795-805	0.05-0.06	3.89	5	2	5.523255814	2.5	 3.4 
245-255	0.11-0.12	4.32	4	2	6.684210526	2	 3.4 
25-35	0.17-0.18	20.34	5	2	5.509977827	2.5	 3.4 
2805-2815	0.01-0.02	1.28	2	2	9	1	 3.4 
1165-1175	0.01-0.02	1.1	4	1	1.973451327	4	 3.4 
1015-1025	0.01-0.02	29.92	10	6	7.393162393	1.666666667	 3.4 
115-125	0.26-0.27	48.42	8	3	4.939788446	2.666666667	 3.3 
565-575	0.12-0.13	7.56	2	1	6.47826087	2	 3.3 
395-405	0.18-0.19	9.46	2	1	6.468208092	2	 3.3 
1375-1385	0.02-0.03	0.95	4	1	1.772357724	4	 3.3 
715-725	0.06-0.07	6.02	4	2	6.423423423	2	 3.3 
245-255	0.14-0.15	12.15	7	3	5.602272727	2.333333333	 3.3 
3355-3365	0.01-0.02	2.54	1	1	8.696969697	1	 3.3 
625-635	0.15-0.16	4.28	3	1	3.993006993	3	 3.3 
995-1005	0.11-0.12	2.93	3	1	3.989795918	3	 3.3 
375-385	0.09-0.1	8.35	7	3	5.538043478	2.333333333	 3.3 
1155-1165	0.11-0.12	2.14	1	1	8.642857143	1	 3.3 
435-445	0.13-0.14	3	4	1	1.60851927	4	 3.3 
625-635	0.13-0.14	5.53	3	1	3.941489362	3	 3.3 
15-25	0.26-0.27	106.78	10	4	5.095895666	2.5	 3.3 
1735-1745	0.04-0.05	1.65	4	1	1.59352518	4	 3.3 
685-695	0.17-0.18	18.81	2	1	6.181818182	2	 3.3 
305-315	0.22-0.23	10.73	3	1	3.765463918	3	 3.2 
1115-1125	0.05-0.06	3.91	2	1	6.012820513	2	 3.2 
255-265	0.1-0.11	24.04	7	5	7.410666667	1.4	 3.2 
1375-1385	0.06-0.07	2	4	1	1.331674959	4	 3.2 
895-905	0.23-0.24	10.84	1	1	8.324324324	1	 3.2 
755-765	0.09-0.1	2.15	4	1	1.308022923	4	 3.2 
85-95	0.17-0.18	11.78	7	2	2.443627451	3.5	 3.2 
1085-1095	0.05-0.06	2.86	2	1	5.931034483	2	 3.2 
1605-1615	0.11-0.12	11.09	1	1	8.248366013	1	 3.2 
255-265	0.24-0.25	11.66	2	1	5.899159664	2	 3.2 
395-405	0.17-0.18	4.28	3	1	3.547619048	3	 3.2 
925-935	0.03-0.04	1.33	3	1	3.509433962	3	 3.2 
665-675	0.17-0.18	5.59	1	1	8.166666667	1	 3.2 
775-785	0.03-0.04	9.15	11	4	4.080808081	2.75	 3.1 
145-155	0.25-0.26	8.86	2	1	5.712765957	2	 3.1 
1145-1155	0.01-0.02	2.62	4	2	5.678571429	2	 3.1 
35-45	0.26-0.27	83.45	10	5	5.675070028	2	 3.1 
905-915	0.03-0.04	5.6	3	2	6.833333333	1.5	 3.1 
675-685	0.1-0.11	4.74	1	1	7.970588235	1	 3.1 
445-455	0.26-0.27	4.51	2	1	5.602040816	2	 3.1 
495-505	0.07-0.08	15.03	5	4	7.341772152	1.25	 3.1 
1455-1465	0.01-0.02	3.76	2	1	5.530120482	2	 3.1 
2005-2015	0.01-0.02	8.09	1	1	7.855932203	1	 3.1 
115-125	0.23-0.24	17.31	2	1	5.519582245	2	 3.1 
1985-1995	0.05-0.06	0.89	1	1	7.846153846	1	 3.1 
955-965	0.05-0.06	4.11	2	1	5.419354839	2	 3.0 
1055-1065	0.03-0.04	10.43	6	3	5.364016736	2	 3.0 
365-375	0.16-0.17	2.96	2	1	5.352941176	2	 3.0 
1835-1845	0.04-0.05	4.19	1	1	7.650793651	1	 3.0 
1415-1425	0.1-0.11	7.84	1	1	7.644067797	1	 3.0 
415-425	0.1-0.11	-1.3	4	1	0.636871508	4	 3.0 
525-535	0.03-0.04	21.69	20	7	3.280757098	2.857142857	 3.0 
835-845	0.17-0.18	1.84	1	1	7.571428571	1	 3.0 
1385-1395	0.01-0.02	-1.65	4	1	0.539106145	4	 3.0 
345-355	0.12-0.13	18.11	5	3	5.975274725	1.666666667	 3.0 
335-345	0.09-0.1	15.26	5	3	5.938511327	1.666666667	 2.9 
625-635	0.04-0.05	18.73	6	3	5.125550661	2	 2.9 
1075-1085	0.17-0.18	14.64	1	1	7.421052632	1	 2.9 
705-715	0.06-0.07	6.18	3	1	2.750708215	3	 2.9 
905-915	0.04-0.05	2.78	3	1	2.654761905	3	 2.9 
765-775	0.25-0.26	15.88	3	1	2.640495868	3	 2.9 
125-135	0.26-0.27	32.02	4	2	4.972704715	2	 2.9 
1315-1325	0.04-0.05	0.91	2	1	4.956521739	2	 2.9 
1285-1295	0.05-0.06	2.38	3	1	2.608108108	3	 2.9 
465-475	0.24-0.25	6.81	2	1	4.936416185	2	 2.9 
2095-2105	0.03-0.04	2.06	2	1	4.886792453	2	 2.9 
415-425	0.26-0.27	12.96	2	1	4.834319527	2	 2.9 
205-215	0.13-0.14	12.07	8	3	3.260299625	2.666666667	 2.8 
295-305	0.12-0.13	17.87	4	2	4.794055202	2	 2.8 
935-945	0.07-0.08	1.06	2	1	4.785714286	2	 2.8 
2445-2455	0.02-0.03	1.88	3	1	2.413533835	3	 2.8 
265-275	0.14-0.15	14.79	4	3	6.301075269	1.333333333	 2.8 
395-405	0.11-0.12	17.88	5	4	6.467889908	1.25	 2.8 
505-515	0.13-0.14	7.74	1	1	7.046875	1	 2.8 
725-735	0.04-0.05	3.61	6	2	2.357142857	3	 2.8 
1915-1925	0.02-0.03	3.06	2	1	4.686746988	2	 2.8 
255-265	0.12-0.13	22.32	8	3	3.107648725	2.666666667	 2.8 
835-845	0.06-0.07	4.01	1	2	8.160714286	0.5	 2.8 
655-665	0.11-0.12	8.32	3	3	6.985611511	1	 2.8 
675-685	0.08-0.09	2.91	1	2	8.097560976	0.5	 2.8 
175-185	0.13-0.14	15.05	6	4	5.747634069	1.5	 2.8 
165-175	0.26-0.27	32.22	4	2	4.576026637	2	 2.8 
655-665	0.02-0.03	9.54	16	6	2.9958159	2.666666667	 2.8 
1275-1285	0.07-0.08	2.41	2	1	4.544117647	2	 2.8 
1495-1505	0.03-0.04	3.55	3	2	5.671052632	1.5	 2.8 
1385-1395	0.03-0.04	0.73	3	1	2.158730159	3	 2.7 
685-695	0.24-0.25	4.54	1	1	6.820512821	1	 2.7 
